age,gender,Mstatus,gradStud,trans,Flang ,Haddress,Hestatus,Plive,Fsize,Fsupport,Osupport,Medu,Fedu, Fjob,Mjob,Rclass,EIRR,PCGA,CCmember,OCmember,Mactivity,Dactivity,Aconsum,Efriend,Srec,Sother,Eresult,Hresult,Presult,gpa,tutor,Itutor,absent,Alab,Fread,Gstudy,Gwork,labInf ,IntUse,handout,refbook,lecture,internet,Edevice,advisor,uniInterest,progInterest,uniLike,deptLike
20 – 23,Male,Married,No,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Health care related,Friendly,Yes,Never,Occasionally,Never,Never,Occasionally,Medium,High,High,High,70-84,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Never,Usually,3_4,Medium,Low,Yes,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Divorced,No,Yes,Afaan Oromo,Urban,Bad,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Teacher,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Never,Very High,Very High,High,High,70-84,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Low,High ,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,medium,No,Yes,Primary education,Higher education,Teacher,Housewife,Friendly,No,Occasionally,Occasionally,Never,Often,Often,Medium,Medium,High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Always   ,3_4,Low,Medium,No,Never,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Teacher,Supportive,Yes,Often,Occasionally,Often,Very often,Very often,Low,Medium,High,High,70-84,2.50-2.99,350-399,2.50-2.99,Yes,No,Never,Always   ,3_4,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Merchant,Friendly,Yes,Never,Often,Occasionally,Never,Never,Medium,Low,Medium,Low,70-84,3.00-3.49,450-499,3.50- 4.00,No,No,Never,Sometimes,3_4,High ,High ,No,Usually,No,No,No,Yes,No,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,No,Secondary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Often,Occasionally,Never,Never,Medium,Low,Low,Medium,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,No,Sometimes,Never,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Never,No,No,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,Secondary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Occasionally,Never,Occasionally,Never,Low,Low,Low,Low,70-84,3.50- 4.00,400-449,3.00-3.49,Yes,No,Never,Sometimes,3_4,Medium,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Health care related,Supportive,Yes,Never,Never,Occasionally,Never,Occasionally,Medium,Medium,Medium,Medium,70-84,3.50- 4.00,400-449,2.00-2.49,Yes,Yes,Sometimes,Never,3_4,Medium,Low,Yes,Sometimes,No,Yes,No,No,No,Never,No,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Often,Occasionally,Often,Never,Very High,Low,Low,Low,70-84,2.50-2.99,400-449,2.50-2.99,No,No,Usually,Usually,3_4,High ,Medium,Yes,Never,Yes,No,No,No,Yes,Never,No,Yes,Yes,Yes
30 – 39,Male,Married,No,No,Amharic,Rural,Good,Yes,small,Yes,Yes,not educated,Not educated,Farmer,Housewife,Supportive,No,Occasionally,Occasionally,Occasionally,Never,Occasionally,Low,Low,Medium,High,70-84,2.50-2.99,400-449,2.50-2.99,No,Yes,Sometimes,Always   ,1_2,High ,Low,Yes,Sometimes,No,Yes,No,No,No,Never,Yes,No,neutral,Yes
20 – 23,Female,Married,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Occasionally,Occasionally,Often,Never,Low,Low,Very High,Low,85-100,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Merchant,Merchant,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Medium,Medium,Medium,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Always   ,Sometimes,3_4,Medium,Medium,Yes,Usually,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,large,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Occasionally,Often,Occasionally,Never,Low,Medium,High,Low,70-84,3.00-3.49,350-399,3.00-3.49,Yes,No,Sometimes,Never,3_4,Low,Medium,Yes,Never,Yes,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Merchant,Friendly,Yes,Never,Occasionally,Occasionally,Often,Often,Low,Low,Medium,High,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Never,5_6,Medium,Medium,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Afar,Rural,Bad,Yes,small,Yes,No,Higher education,Secondary education,Merchant,Merchant,Friendly,Yes,Occasionally,Occasionally,Never,Often,Very often,Low,Medium,High,Very High,55-69,3.00-3.49,600-649,Less than 2.00,Yes,Yes,Never,Never,3_4,Low,Low,Yes,Never,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Teacher,Supportive,No,Often,Occasionally,Never,Often,Occasionally,Low,Medium,Low,High,85-100,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Never,3_4,Medium,Low,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,No
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Never,Occasionally,Never,High,Low,Low,Medium,70-84,3.00-3.49,450-499,2.50-2.99,No,Yes,Sometimes,Never,3_4,High ,Medium,No,Sometimes,Yes,Yes,No,Yes,Yes,Sometimes,Yes,No,No,No
24 – 29,Female,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Secondary education,Not educated,Merchant,Housewife,Friendly,No,Never,Occasionally,Occasionally,Occasionally,Never,Low,Medium,High,Medium,85-100,3.00-3.49,400-449,3.00-3.49,Yes,No,Sometimes,Sometimes,1_2,Low,Medium,No,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,neutral,No
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Higher education,Teacher,Housewife,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Medium,High,Very High,70-84,3.00-3.49,400-449,2.50-2.99,Yes,No,Sometimes,Sometimes,1_2,Low,Medium,Yes,Usually,Yes,Yes,No,Yes,Yes,Usually,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Often,Never,Low,Medium,High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Never,3_4,Low,Low,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Often,Never,Low,Medium,High,High,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Usually,Sometimes,1_2,Low,Low,No,Sometimes,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,Yes,No
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,No,medium,No,Yes,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Never,Low,Low,Low,High,55-69,3.50- 4.00,400-449,2.50-2.99,No,Yes,Sometimes,Usually,1_2,Medium,Medium,Yes,Sometimes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,No,No
24 – 29,Male,Single,Yes,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Merchant,Friendly,Yes,Occasionally,Never,Never,Never,Never,Low,Low,High,Medium,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Secondary education,Merchant,Merchant,Friendly,No,Never,Never,Never,Very often,Never,Low,Medium,High,High,85-100,3.50- 4.00,550-599,3.50- 4.00,Yes,No,Always   ,Usually,3_4,Medium,High ,No,Always   ,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,No,medium,Yes,No,Higher education,Secondary education,Merchant,Teacher,Friendly,No,Occasionally,Never,Occasionally,Very often,Never,Low,Low,High,Medium,85-100,3.50- 4.00,550-599,3.50- 4.00,No,No,Sometimes,Always   ,1_2,Medium,Medium,Yes,Usually,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,No,neutral
24 – 29,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Teacher,Teacher,Friendly,Yes,Occasionally,Never,Often,Occasionally,Occasionally,Medium,Medium,Medium,Medium,70-84,2.50-2.99,450-499,2.50-2.99,Yes,Yes,Usually,Usually,3_4,Medium,Medium,Yes,Usually,Yes,No,Yes,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,No,No,Higher education,Higher education,Teacher,Health care related,Friendly,Yes,Never,Never,Occasionally,Very often,Often,Very High,High,Medium,Medium,70-84,2.50-2.99,500-549,Less than 2.00,Yes,No,Sometimes,Never,1_2,Medium,Low,No,Sometimes,Yes,Yes,Yes,No,Yes,Never,No,No,Yes,Yes
20 – 23,Female,Married,Yes,No,Amharic,Rural,Good,Yes,large,No,Yes,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Very often,Never,Often,Medium,Medium,Low,Low,70-84,3.00-3.49,400-449,3.50- 4.00,No,No,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Usually,Yes,Yes,Yes,No,Yes,Usually,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,No,large,Yes,No,Higher education,Secondary education,Health care related,Housewife,Friendly,No,Occasionally,Never,Occasionally,Often,Never,Low,Medium,High,Medium,70-85,3.50- 4.00,500-549,3.50- 4.00,No,No,Sometimes,Always   ,3_4,Medium,High ,No,Usually,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,small,Yes,No,Higher education,Higher education,Teacher,Teacher,Sense of belonging,No,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Low,Low,Low,Low,55-69,2.50-2.99,450-499,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,No,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Often,Occasionally,Occasionally,Occasionally,Never,Low,Medium,Medium,Low,70-84,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Never,Always   ,5_6,Medium,High ,Yes,Always   ,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,medium,Yes,No,Secondary education,Secondary education,Merchant,Housewife,Friendly,No,Never,Never,Occasionally,Often,Never,Low,Medium,Medium,High,70-84,3.00-3.49,550-599,3.00-3.49,No,Yes,Never,Sometimes,7_8,Medium,Medium,Yes,Usually,Yes,Yes,Yes,No,No,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,No,large,Yes,No,Primary education,Secondary education,Merchant,Merchant,Friendly,No,Never,Never,Occasionally,Very often,Never,Low,Medium,Medium,Low,85-100,3.00-3.49,450-499,3.00-3.49,No,No,Sometimes,Always   ,7_8,Medium,Medium,No,Usually,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,law,Merchant,Friendly,No,Never,Never,Never,Never,Never,Low,Low,Low,Low,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Sometimes,Sometimes,3_4,Medium,Medium,No,Sometimes,Yes,Yes,No,No,No,Sometimes,No,No,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,No,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Very often,Often,Occasionally,Occasionally,Often,Low,High,Low,Medium,70-84,3.50- 4.00,450-499,3.00-3.49,No,Yes,Sometimes,Sometimes,>8 ,Low,Medium,No,Sometimes,No,Yes,No,No,Yes,Never,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,small,Yes,No,Higher education,Higher education,Merchant,Teacher,Friendly,No,Never,Never,Often,Often,Never,Low,Medium,High,Low,85-100,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,No,Usually,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,No,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Higher education,HRm,Merchant,Competitive,Yes,Occasionally,Never,Never,Very often,Never,Medium,Low,Very High,High,55-69,3.00-3.49,500-549,3.00-3.49,No,No,Sometimes,Always   ,3_4,Medium,Medium,Yes,Usually,No,No,Yes,No,No,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Often,Often,Never,Low,Medium,Medium,Low,70-84,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Sometimes,Usually,3_4,Medium,Medium,No,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Secondary education,Merchant,Merchant,Friendly,No,Occasionally,Never,Never,Never,Never,Medium,Medium,High,High,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,No,Sometimes,Usually,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,neutral,neutral
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,Yes,Never,Occasionally,Often,Never,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Never,Always   ,1_2,Medium,High ,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Often,Occasionally,Often,Occasionally,Medium,Medium,Medium,Medium,55-69,3.50- 4.00,400-449,3.00-3.49,No,No,Usually,Usually,>8 ,Medium,Medium,Yes,Usually,No,Yes,No,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Very High,High,Very High,Very High,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Never,7_8,Low,Medium,Yes,Never,Yes,No,No,No,Yes,Never,Yes,Yes,No,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,No,medium,No,No,Primary education,Secondary education,Merchant,Housewife,Friendly,Yes,Never,Never,Never,Very often,Never,Low,Medium,Very High,Low,70-84,2.50-2.99,400-449,2.50-2.99,Yes,Yes,Usually,Sometimes,1_2,High ,Medium,Yes,Usually,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,small,No,Yes,Secondary education,Secondary education,Merchant,Merchant,Competitive,No,Occasionally,Occasionally,Occasionally,Often,Often,Low,Medium,Medium,Medium,55-69,3.00-3.49,450-499,3.50- 4.00,Yes,Yes,Never,Usually,5_6,Medium,Medium,Yes,Sometimes,Yes,No,No,No,No,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,small,Yes,Yes,Higher education,Higher education,Health care related,Merchant,Friendly,No,Very often,Occasionally,Often,Often,Never,High,Medium,Very High,Medium,85-100,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Usually,Usually,5_6,Low,Low,Yes,Sometimes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,No,No,Higher education,Higher education,Teacher,Merchant,Friendly,Yes,Never,Occasionally,Never,Occasionally,Never,High,Low,Very High,Medium,70-84,3.50- 4.00,400-449,3.50- 4.00,Yes,Yes,Never,Usually,1_2,Low,Medium,Yes,Usually,No,Yes,No,No,Yes,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Housewife,Supportive,No,Never,Never,Occasionally,Often,Never,Medium,Medium,Medium,Low,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Never,Usually,3_4,Low,High ,No,Usually,No,No,Yes,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Occasionally,Never,Never,Low,Medium,Low,Low,70-84,3.00-3.49,400-449,2.50-2.99,Yes,No,Sometimes,Usually,3_4,Medium,Low,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Teacher,Merchant,Uninvolved,No,Never,Never,Never,Occasionally,Never,Low,Low,Low,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,No,Never,Sometimes,1_2,Medium,Medium,Yes,Usually,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Occasionally,Occasionally,Low,Medium,High,High,70-84,3.00-3.49,350-399,3.00-3.49,No,No,Sometimes,Usually,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Occasionally,Never,Low,Medium,Low,Low,85-100,3.00-3.49,550-599,3.00-3.49,Yes,Yes,Never,Sometimes,1_2,Medium,Medium,No,Never,Yes,Yes,No,No,No,Sometimes,Yes,Yes,No,No
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Health care related,Housewife,Friendly,No,Never,Never,Never,Often,Occasionally,Low,Medium,Medium,Low,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Sometimes,Usually,1_2,Low,Medium,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Sometimes,No,No,No,No
24 – 29,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,not educated,Primary education,Farmer,Housewife,Supportive,Yes,Never,Often,Often,Often,Occasionally,Low,Low,Medium,Low,70-84,2.50-2.99,500-549,2.00-2.49,Yes,Yes,Sometimes,Usually,5_6,Medium,Low,Yes,Usually,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Separated,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Secondary education,Merchant,Merchant,Supportive,No,Occasionally,Often,Never,Never,Occasionally,Low,Low,Low,High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Low,Medium,Yes,Usually,No,No,Yes,No,Yes,Usually,Yes,Yes,neutral,Yes
20 – 23,Male,Single,Yes,No,Afaan Oromo,Rural,Bad,Yes,medium,Yes,No,Primary education,Secondary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Occasionally,Occasionally,Low,Medium,Medium,Low,70-84,3.00-3.49,350-399,2.50-2.99,No,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Usually,Yes,No,No,No,No,Usually,No,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,No,Primary education,Secondary education,Farmer,Housewife,Friendly,Yes,Never,Very often,Occasionally,Often,Never,Low,Low,Medium,Low,55-69,2.50-2.99,350-399,3.00-3.49,No,No,Sometimes,Sometimes,5_6,Low,Medium,No,Sometimes,Yes,No,No,No,No,Sometimes,Yes,No,No,Yes
<=19,Male,Single,Yes,No,Tigrigna,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Often,Occasionally,Never,Low,Medium,Medium,Low,70-84,3.00-3.49,350-399,3.00-3.49,Yes,No,Sometimes,Always   ,5_6,Low,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Always ,Yes,No,Yes,neutral
20 – 23,Male,Single,Yes,No,Sidamigna,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Merchant,Housewife,Friendly,Yes,Occasionally,Never,Occasionally,Never,Never,Low,High,Medium,Low,85-100,3.50- 4.00,350-399,3.50- 4.00,Yes,No,Never,Usually,7_8,Medium,High ,Yes,Usually,Yes,No,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Teacher,Friendly,Yes,Never,Never,Occasionally,Often,Never,Low,Medium,High,Low,70-84,2.50-2.99,350-399,2.50-2.99,Yes,Yes,Never,Never,3_4,Medium,Medium,Yes,Never,No,Yes,Yes,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Higher education,Secondary education,Health care related,Housewife,Friendly,No,Never,Never,Occasionally,Often,Never,Low,Medium,High,Low,70-97,3.00-3.62,350-412,3.00-3.62,No,No,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Usually,No,No,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,No,No,No formal Education,No formal Education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Low,Medium,Low,55-69,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Never,Usually,3_4,Low,Medium,No,Sometimes,Yes,Yes,Yes,Yes,No,Never,Yes,No,No,Yes
20 – 23,Male,Single,Yes,No,Afaan Oromo,Rural,Good,Yes,large,Yes,Yes,Primary education,Higher education,Farmer,Housewife,Friendly,Yes,Occasionally,Occasionally,Often,Often,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,400-449,3.50- 4.00,Yes,Yes,Sometimes,Sometimes,5_6,High ,High ,No,Usually,Yes,No,Yes,Yes,Yes,Usually,No,No,No,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Very often,Never,Low,Medium,Very High,High,85-100,3.50- 4.00,350-399,3.00-3.49,Yes,No,Usually,Always   ,1_2,Low,Low,No,Usually,No,No,Yes,Yes,Yes,Never,No,No,Yes,neutral
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,No,No,No formal Education,No formal Education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Often,Never,Never,Low,Low,Medium,Low,70-84,3.50- 4.00,400-449,3.50- 4.00,Yes,Yes,Sometimes,Usually,5_6,Medium,Medium,Yes,Sometimes,Yes,No,Yes,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,No,No,Secondary education,Secondary education,Merchant,Housewife,Friendly,No,Occasionally,Never,Occasionally,Occasionally,Never,Very High,Very High,Very High,Very High,70-84,3.50- 4.00,400-449,3.50- 4.00,No,No,Usually,Usually,7_8,Low,Low,Yes,Usually,Yes,No,Yes,No,Yes,Sometimes,No,No,No,neutral
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,No,No,Primary education,No formal Education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,400-449,3.50- 4.00,No,No,Sometimes,Always   ,1_2,Low,High ,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,neutral
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,No,No,Secondary education,Secondary education,Driver,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Medium,Medium,85-100,3.00-3.49,350-399,3.00-3.49,No,No,Never,Always   ,1_2,Low,Medium,No,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,neutral
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Secondary education,Secondary education,Merchant,Housewife,Friendly,No,Occasionally,Never,Often,Never,Never,Low,Medium,High,Low,55-69,2.50-2.99,400-449,2.50-2.99,Yes,No,Sometimes,Always   ,>8 ,Medium,High ,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
